account_id,transaction_id,date,time,activity,amount,category,type,vendor_name
MzlkawJ9zZFookd9bynvc66GN1rGnxcLRpg8M,85048486,2023-02-15,14:19,food_and_drink,64.62,food_and_drink,expense,local_cafe
MzlkawJ9zZFookd9bynvc66GN1rGnxcLRpg8M,63829446,2023-02-15,19:19,transportation,84.63,transportation,expense,taxi
MzlkawJ9zZFookd9bynvc66GN1rGnxcLRpg8M,83954446,2023-02-15,13:53,travel,71.13,travel,expense,airbnb
MzlkawJ9zZFookd9bynvc66GN1rGnxcLRpg8M,65680539,2023-02-15,7:24,loan_payments,62.75,loan_payments,expense,chase
MzlkawJ9zZFookd9bynvc66GN1rGnxcLRpg8M,61142637,2023-02-17,10:00,transfer_to_savings,55.62,savings,transfer,savings_account
MzlkawJ9zZFookd9bynvc66GN1rGnxcLRpg8M,70846071,2023-02-20,18:14,food_and_drink,96.39,food_and_drink,expense,local_cafe
MzlkawJ9zZFookd9bynvc66GN1rGnxcLRpg8M,82573373,2023-02-20,19:56,entertainment,28.38,entertainment,expense,netflix
MzlkawJ9zZFookd9bynvc66GN1rGnxcLRpg8M,58716663,2023-02-21,9:20,general_services,13.81,general_services,expense,cleaning_service
MzlkawJ9zZFookd9bynvc66GN1rGnxcLRpg8M,22777860,2023-02-22,11:51,food_and_drink,49.82,food_and_drink,expense,local_cafe
MzlkawJ9zZFookd9bynvc66GN1rGnxcLRpg8M,45851173,2023-02-22,12:29,transportation,90.24,transportation,expense,lyft
MzlkawJ9zZFookd9bynvc66GN1rGnxcLRpg8M,18550039,2023-02-24,9:39,food_and_drink,59.5,food_and_drink,expense,starbucks
MzlkawJ9zZFookd9bynvc66GN1rGnxcLRpg8M,69785311,2023-02-24,10:00,transfer_to_savings,57.22,savings,transfer,savings_account
MzlkawJ9zZFookd9bynvc66GN1rGnxcLRpg8M,92086538,2023-02-25,7:56,personal_care,59.94,personal_care,expense,gym
MzlkawJ9zZFookd9bynvc66GN1rGnxcLRpg8M,13460691,2023-02-27,19:36,transportation,90.16,transportation,expense,uber
MzlkawJ9zZFookd9bynvc66GN1rGnxcLRpg8M,50017477,2023-02-28,11:7,travel,10.08,travel,expense,local_hotel
MzlkawJ9zZFookd9bynvc66GN1rGnxcLRpg8M,10141444,2023-03-01,18:44,food_and_drink,72.09,food_and_drink,expense,mcdonalds
MzlkawJ9zZFookd9bynvc66GN1rGnxcLRpg8M,13668889,2023-03-01,09:00,monthly_salary,3800.65,income,income,employer
MzlkawJ9zZFookd9bynvc66GN1rGnxcLRpg8M,58684604,2023-03-02,15:20,food_and_drink,35.54,food_and_drink,expense,starbucks
MzlkawJ9zZFookd9bynvc66GN1rGnxcLRpg8M,78243222,2023-03-02,17:25,entertainment,42.47,entertainment,expense,concert
MzlkawJ9zZFookd9bynvc66GN1rGnxcLRpg8M,34360205,2023-03-03,7:8,food_and_drink,61.67,food_and_drink,expense,starbucks
MzlkawJ9zZFookd9bynvc66GN1rGnxcLRpg8M,76251776,2023-03-03,10:00,transfer_to_savings,85.44,savings,transfer,savings_account
MzlkawJ9zZFookd9bynvc66GN1rGnxcLRpg8M,62185234,2023-03-06,21:14,general_merchandise,95.87,general_merchandise,expense,walmart
MzlkawJ9zZFookd9bynvc66GN1rGnxcLRpg8M,80846677,2023-03-07,13:36,general_merchandise,80.34,general_merchandise,expense,target
MzlkawJ9zZFookd9bynvc66GN1rGnxcLRpg8M,15628889,2023-03-07,7:44,food_and_drink,17.42,food_and_drink,expense,starbucks
MzlkawJ9zZFookd9bynvc66GN1rGnxcLRpg8M,40086536,2023-03-08,17:6,transportation,40.85,transportation,expense,uber
MzlkawJ9zZFookd9bynvc66GN1rGnxcLRpg8M,13217401,2023-03-10,9:1,food_and_drink,47.8,food_and_drink,expense,mcdonalds
MzlkawJ9zZFookd9bynvc66GN1rGnxcLRpg8M,73679216,2023-03-10,10:00,transfer_to_savings,91.9,savings,transfer,savings_account
MzlkawJ9zZFookd9bynvc66GN1rGnxcLRpg8M,17979671,2023-03-12,21:16,general_merchandise,50.9,general_merchandise,expense,target
MzlkawJ9zZFookd9bynvc66GN1rGnxcLRpg8M,25651349,2023-03-13,19:17,entertainment,78.69,entertainment,expense,netflix
MzlkawJ9zZFookd9bynvc66GN1rGnxcLRpg8M,70277261,2023-03-13,7:17,loan_payments,98.07,loan_payments,expense,wells_fargo
MzlkawJ9zZFookd9bynvc66GN1rGnxcLRpg8M,21563818,2023-03-14,15:18,general_merchandise,72.15,general_merchandise,expense,target
MzlkawJ9zZFookd9bynvc66GN1rGnxcLRpg8M,45575617,2023-03-15,10:59,loan_payments,78.64,loan_payments,expense,bank_of_america
MzlkawJ9zZFookd9bynvc66GN1rGnxcLRpg8M,47240865,2023-03-15,8:38,personal_care,99.55,personal_care,expense,spa
MzlkawJ9zZFookd9bynvc66GN1rGnxcLRpg8M,79997699,2023-03-17,10:37,food_and_drink,25.94,food_and_drink,expense,mcdonalds
MzlkawJ9zZFookd9bynvc66GN1rGnxcLRpg8M,37525532,2023-03-17,10:41,entertainment,45.73,entertainment,expense,netflix
MzlkawJ9zZFookd9bynvc66GN1rGnxcLRpg8M,14862261,2023-03-17,10:00,transfer_to_savings,66.14,savings,transfer,savings_account
MzlkawJ9zZFookd9bynvc66GN1rGnxcLRpg8M,72508484,2023-03-20,16:28,general_merchandise,82.63,general_merchandise,expense,amazon
MzlkawJ9zZFookd9bynvc66GN1rGnxcLRpg8M,75309667,2023-03-20,11:6,food_and_drink,71.99,food_and_drink,expense,local_cafe
MzlkawJ9zZFookd9bynvc66GN1rGnxcLRpg8M,54998243,2023-03-21,19:32,food_and_drink,16.62,food_and_drink,expense,local_cafe
MzlkawJ9zZFookd9bynvc66GN1rGnxcLRpg8M,79748180,2023-03-22,9:47,travel,41.15,travel,expense,airbnb
MzlkawJ9zZFookd9bynvc66GN1rGnxcLRpg8M,12135035,2023-03-23,14:38,personal_care,10.03,personal_care,expense,gym
MzlkawJ9zZFookd9bynvc66GN1rGnxcLRpg8M,39080562,2023-03-24,8:43,food_and_drink,89.2,food_and_drink,expense,mcdonalds
MzlkawJ9zZFookd9bynvc66GN1rGnxcLRpg8M,30164188,2023-03-24,10:00,transfer_to_savings,83.08,savings,transfer,savings_account
MzlkawJ9zZFookd9bynvc66GN1rGnxcLRpg8M,93807655,2023-03-25,18:41,transportation,64.5,transportation,expense,taxi
MzlkawJ9zZFookd9bynvc66GN1rGnxcLRpg8M,27149187,2023-03-27,15:14,food_and_drink,83.84,food_and_drink,expense,local_cafe
MzlkawJ9zZFookd9bynvc66GN1rGnxcLRpg8M,89803644,2023-03-28,10:44,entertainment,88.02,entertainment,expense,netflix
MzlkawJ9zZFookd9bynvc66GN1rGnxcLRpg8M,11193518,2023-03-28,19:14,general_services,34.6,general_services,expense,repair_shop
MzlkawJ9zZFookd9bynvc66GN1rGnxcLRpg8M,52931641,2023-03-29,12:11,food_and_drink,35.59,food_and_drink,expense,local_cafe
MzlkawJ9zZFookd9bynvc66GN1rGnxcLRpg8M,47306237,2023-03-30,19:50,food_and_drink,67.36,food_and_drink,expense,local_cafe
MzlkawJ9zZFookd9bynvc66GN1rGnxcLRpg8M,75208450,2023-03-30,7:22,transportation,98.45,transportation,expense,taxi
MzlkawJ9zZFookd9bynvc66GN1rGnxcLRpg8M,37761992,2023-03-30,18:0,loan_payments,36.22,loan_payments,expense,wells_fargo
MzlkawJ9zZFookd9bynvc66GN1rGnxcLRpg8M,86704479,2023-03-31,20:58,general_services,65.68,general_services,expense,repair_shop
MzlkawJ9zZFookd9bynvc66GN1rGnxcLRpg8M,21762389,2023-03-31,10:00,transfer_to_savings,57.5,savings,transfer,savings_account
MzlkawJ9zZFookd9bynvc66GN1rGnxcLRpg8M,26117557,2023-04-01,18:34,loan_payments,63.45,loan_payments,expense,bank_of_america
MzlkawJ9zZFookd9bynvc66GN1rGnxcLRpg8M,63776651,2023-04-01,09:00,monthly_salary,3965.11,income,income,employer
MzlkawJ9zZFookd9bynvc66GN1rGnxcLRpg8M,74674269,2023-04-03,11:55,food_and_drink,97.16,food_and_drink,expense,mcdonalds
MzlkawJ9zZFookd9bynvc66GN1rGnxcLRpg8M,52272804,2023-04-04,15:27,food_and_drink,68.77,food_and_drink,expense,starbucks
MzlkawJ9zZFookd9bynvc66GN1rGnxcLRpg8M,96793930,2023-04-04,16:23,transportation,19.89,transportation,expense,uber
MzlkawJ9zZFookd9bynvc66GN1rGnxcLRpg8M,16317299,2023-04-05,9:10,general_services,76.1,general_services,expense,cleaning_service
MzlkawJ9zZFookd9bynvc66GN1rGnxcLRpg8M,45235007,2023-04-06,8:57,loan_payments,50.32,loan_payments,expense,chase
MzlkawJ9zZFookd9bynvc66GN1rGnxcLRpg8M,86722280,2023-04-07,19:52,food_and_drink,38.98,food_and_drink,expense,starbucks
MzlkawJ9zZFookd9bynvc66GN1rGnxcLRpg8M,31377355,2023-04-07,10:00,transfer_to_savings,67.46,savings,transfer,savings_account
MzlkawJ9zZFookd9bynvc66GN1rGnxcLRpg8M,33047894,2023-04-10,7:12,general_merchandise,36.83,general_merchandise,expense,target
MzlkawJ9zZFookd9bynvc66GN1rGnxcLRpg8M,26363591,2023-04-10,14:16,transportation,72.2,transportation,expense,taxi
MzlkawJ9zZFookd9bynvc66GN1rGnxcLRpg8M,57902648,2023-04-10,14:4,general_services,78.31,general_services,expense,delivery_service
MzlkawJ9zZFookd9bynvc66GN1rGnxcLRpg8M,80756371,2023-04-11,14:42,entertainment,43.77,entertainment,expense,concert
MzlkawJ9zZFookd9bynvc66GN1rGnxcLRpg8M,66918786,2023-04-11,19:50,general_services,48.01,general_services,expense,repair_shop
MzlkawJ9zZFookd9bynvc66GN1rGnxcLRpg8M,54152199,2023-04-12,18:5,food_and_drink,25.6,food_and_drink,expense,local_cafe
MzlkawJ9zZFookd9bynvc66GN1rGnxcLRpg8M,69169652,2023-04-12,18:6,transportation,95.02,transportation,expense,lyft
MzlkawJ9zZFookd9bynvc66GN1rGnxcLRpg8M,20179138,2023-04-13,13:43,food_and_drink,96.8,food_and_drink,expense,mcdonalds
MzlkawJ9zZFookd9bynvc66GN1rGnxcLRpg8M,43625826,2023-04-14,13:52,general_merchandise,33.96,general_merchandise,expense,walmart
MzlkawJ9zZFookd9bynvc66GN1rGnxcLRpg8M,99018706,2023-04-14,8:48,transportation,58.88,transportation,expense,lyft
MzlkawJ9zZFookd9bynvc66GN1rGnxcLRpg8M,77233515,2023-04-14,8:44,entertainment,62.99,entertainment,expense,concert
MzlkawJ9zZFookd9bynvc66GN1rGnxcLRpg8M,30486496,2023-04-14,10:00,transfer_to_savings,79.0,savings,transfer,savings_account
MzlkawJ9zZFookd9bynvc66GN1rGnxcLRpg8M,92397152,2023-04-15,17:22,food_and_drink,67.25,food_and_drink,expense,local_cafe
MzlkawJ9zZFookd9bynvc66GN1rGnxcLRpg8M,58134413,2023-04-17,14:27,general_merchandise,76.21,general_merchandise,expense,walmart
MzlkawJ9zZFookd9bynvc66GN1rGnxcLRpg8M,54613797,2023-04-17,13:32,general_services,46.21,general_services,expense,delivery_service
MzlkawJ9zZFookd9bynvc66GN1rGnxcLRpg8M,89623143,2023-04-20,7:5,general_merchandise,72.81,general_merchandise,expense,target
MzlkawJ9zZFookd9bynvc66GN1rGnxcLRpg8M,79560340,2023-04-20,13:42,food_and_drink,21.19,food_and_drink,expense,starbucks
MzlkawJ9zZFookd9bynvc66GN1rGnxcLRpg8M,17059868,2023-04-20,19:28,transportation,25.5,transportation,expense,taxi
MzlkawJ9zZFookd9bynvc66GN1rGnxcLRpg8M,28697345,2023-04-21,11:43,food_and_drink,22.01,food_and_drink,expense,mcdonalds
MzlkawJ9zZFookd9bynvc66GN1rGnxcLRpg8M,67732958,2023-04-21,10:00,transfer_to_savings,78.34,savings,transfer,savings_account
MzlkawJ9zZFookd9bynvc66GN1rGnxcLRpg8M,95622074,2023-04-22,10:11,food_and_drink,87.8,food_and_drink,expense,local_cafe
MzlkawJ9zZFookd9bynvc66GN1rGnxcLRpg8M,66295046,2023-04-22,20:22,general_services,30.3,general_services,expense,cleaning_service
MzlkawJ9zZFookd9bynvc66GN1rGnxcLRpg8M,45311527,2023-04-24,21:7,general_merchandise,48.94,general_merchandise,expense,walmart
MzlkawJ9zZFookd9bynvc66GN1rGnxcLRpg8M,21216725,2023-04-24,13:32,transportation,62.52,transportation,expense,uber
MzlkawJ9zZFookd9bynvc66GN1rGnxcLRpg8M,96871893,2023-04-25,13:41,personal_care,96.61,personal_care,expense,salon
MzlkawJ9zZFookd9bynvc66GN1rGnxcLRpg8M,41859200,2023-04-28,16:48,general_merchandise,42.78,general_merchandise,expense,amazon
MzlkawJ9zZFookd9bynvc66GN1rGnxcLRpg8M,70484938,2023-04-28,17:51,food_and_drink,72.92,food_and_drink,expense,local_cafe
MzlkawJ9zZFookd9bynvc66GN1rGnxcLRpg8M,15169576,2023-04-28,12:15,travel,50.1,travel,expense,airbnb
MzlkawJ9zZFookd9bynvc66GN1rGnxcLRpg8M,12930288,2023-04-28,20:12,general_services,24.47,general_services,expense,cleaning_service
MzlkawJ9zZFookd9bynvc66GN1rGnxcLRpg8M,13458073,2023-04-28,10:00,transfer_to_savings,93.61,savings,transfer,savings_account
MzlkawJ9zZFookd9bynvc66GN1rGnxcLRpg8M,16615979,2023-04-29,20:56,food_and_drink,68.3,food_and_drink,expense,mcdonalds
MzlkawJ9zZFookd9bynvc66GN1rGnxcLRpg8M,39155444,2023-05-01,10:8,food_and_drink,41.78,food_and_drink,expense,mcdonalds
MzlkawJ9zZFookd9bynvc66GN1rGnxcLRpg8M,68605786,2023-05-01,09:00,monthly_salary,3614.8,income,income,employer
MzlkawJ9zZFookd9bynvc66GN1rGnxcLRpg8M,58054600,2023-05-02,10:57,food_and_drink,64.29,food_and_drink,expense,starbucks
MzlkawJ9zZFookd9bynvc66GN1rGnxcLRpg8M,71525169,2023-05-04,16:49,food_and_drink,85.53,food_and_drink,expense,mcdonalds
MzlkawJ9zZFookd9bynvc66GN1rGnxcLRpg8M,73488102,2023-05-05,18:37,food_and_drink,81.86,food_and_drink,expense,starbucks
MzlkawJ9zZFookd9bynvc66GN1rGnxcLRpg8M,21825326,2023-05-05,10:00,transfer_to_savings,75.91,savings,transfer,savings_account
MzlkawJ9zZFookd9bynvc66GN1rGnxcLRpg8M,91030667,2023-05-08,13:22,food_and_drink,54.1,food_and_drink,expense,mcdonalds
MzlkawJ9zZFookd9bynvc66GN1rGnxcLRpg8M,50252414,2023-05-08,13:4,entertainment,72.05,entertainment,expense,concert
MzlkawJ9zZFookd9bynvc66GN1rGnxcLRpg8M,34975492,2023-05-08,8:39,travel,46.56,travel,expense,expedia
MzlkawJ9zZFookd9bynvc66GN1rGnxcLRpg8M,62044427,2023-05-09,13:4,general_merchandise,96.43,general_merchandise,expense,target
MzlkawJ9zZFookd9bynvc66GN1rGnxcLRpg8M,65891682,2023-05-09,10:57,food_and_drink,58.04,food_and_drink,expense,local_cafe
MzlkawJ9zZFookd9bynvc66GN1rGnxcLRpg8M,46036142,2023-05-10,14:56,food_and_drink,25.47,food_and_drink,expense,starbucks
MzlkawJ9zZFookd9bynvc66GN1rGnxcLRpg8M,26094981,2023-05-10,11:22,transportation,23.04,transportation,expense,lyft
MzlkawJ9zZFookd9bynvc66GN1rGnxcLRpg8M,80427474,2023-05-11,19:21,food_and_drink,20.59,food_and_drink,expense,mcdonalds
MzlkawJ9zZFookd9bynvc66GN1rGnxcLRpg8M,49605199,2023-05-11,15:18,transportation,55.2,transportation,expense,taxi
MzlkawJ9zZFookd9bynvc66GN1rGnxcLRpg8M,95680864,2023-05-12,10:29,transportation,76.05,transportation,expense,taxi
MzlkawJ9zZFookd9bynvc66GN1rGnxcLRpg8M,39922018,2023-05-12,9:52,personal_care,84.85,personal_care,expense,salon
MzlkawJ9zZFookd9bynvc66GN1rGnxcLRpg8M,81256837,2023-05-12,10:00,transfer_to_savings,97.9,savings,transfer,savings_account
MzlkawJ9zZFookd9bynvc66GN1rGnxcLRpg8M,83572468,2023-05-16,12:57,food_and_drink,28.43,food_and_drink,expense,starbucks
MzlkawJ9zZFookd9bynvc66GN1rGnxcLRpg8M,35506287,2023-05-16,9:12,transportation,31.74,transportation,expense,taxi
MzlkawJ9zZFookd9bynvc66GN1rGnxcLRpg8M,85100947,2023-05-16,11:33,personal_care,50.76,personal_care,expense,spa
MzlkawJ9zZFookd9bynvc66GN1rGnxcLRpg8M,98282382,2023-05-17,19:38,food_and_drink,15.7,food_and_drink,expense,starbucks
MzlkawJ9zZFookd9bynvc66GN1rGnxcLRpg8M,90734115,2023-05-19,10:00,transfer_to_savings,76.74,savings,transfer,savings_account
MzlkawJ9zZFookd9bynvc66GN1rGnxcLRpg8M,55298021,2023-05-22,11:52,travel,68.48,travel,expense,local_hotel
MzlkawJ9zZFookd9bynvc66GN1rGnxcLRpg8M,72368007,2023-05-23,20:53,food_and_drink,99.19,food_and_drink,expense,starbucks
MzlkawJ9zZFookd9bynvc66GN1rGnxcLRpg8M,13886109,2023-05-24,12:17,transportation,30.02,transportation,expense,taxi
MzlkawJ9zZFookd9bynvc66GN1rGnxcLRpg8M,21847847,2023-05-26,8:51,transportation,10.02,transportation,expense,lyft
MzlkawJ9zZFookd9bynvc66GN1rGnxcLRpg8M,31037979,2023-05-26,19:50,personal_care,93.54,personal_care,expense,gym
MzlkawJ9zZFookd9bynvc66GN1rGnxcLRpg8M,34983417,2023-05-26,10:00,transfer_to_savings,75.48,savings,transfer,savings_account
MzlkawJ9zZFookd9bynvc66GN1rGnxcLRpg8M,27390427,2023-05-29,18:3,food_and_drink,68.89,food_and_drink,expense,starbucks
MzlkawJ9zZFookd9bynvc66GN1rGnxcLRpg8M,13798109,2023-05-30,18:22,food_and_drink,87.21,food_and_drink,expense,starbucks
MzlkawJ9zZFookd9bynvc66GN1rGnxcLRpg8M,99920487,2023-05-31,15:40,food_and_drink,47.86,food_and_drink,expense,starbucks
MzlkawJ9zZFookd9bynvc66GN1rGnxcLRpg8M,33106752,2023-06-01,9:42,transportation,31.41,transportation,expense,uber
MzlkawJ9zZFookd9bynvc66GN1rGnxcLRpg8M,40393594,2023-06-01,21:54,general_services,96.89,general_services,expense,delivery_service
MzlkawJ9zZFookd9bynvc66GN1rGnxcLRpg8M,52725512,2023-06-01,09:00,monthly_salary,3391.03,income,income,employer
MzlkawJ9zZFookd9bynvc66GN1rGnxcLRpg8M,32335741,2023-06-02,21:37,food_and_drink,21.14,food_and_drink,expense,starbucks
MzlkawJ9zZFookd9bynvc66GN1rGnxcLRpg8M,44613991,2023-06-02,10:00,transfer_to_savings,77.78,savings,transfer,savings_account
MzlkawJ9zZFookd9bynvc66GN1rGnxcLRpg8M,93559769,2023-06-03,19:4,food_and_drink,29.97,food_and_drink,expense,starbucks
MzlkawJ9zZFookd9bynvc66GN1rGnxcLRpg8M,13045255,2023-06-03,20:54,general_services,57.57,general_services,expense,repair_shop
MzlkawJ9zZFookd9bynvc66GN1rGnxcLRpg8M,29508520,2023-06-05,12:11,food_and_drink,25.98,food_and_drink,expense,local_cafe
MzlkawJ9zZFookd9bynvc66GN1rGnxcLRpg8M,10280454,2023-06-05,16:8,entertainment,10.32,entertainment,expense,netflix
MzlkawJ9zZFookd9bynvc66GN1rGnxcLRpg8M,77821493,2023-06-06,17:5,general_merchandise,94.45,general_merchandise,expense,target
MzlkawJ9zZFookd9bynvc66GN1rGnxcLRpg8M,55783582,2023-06-06,9:54,transportation,58.07,transportation,expense,taxi
